num_patterns,average_pattern_depth,variance_pattern_depth,max_pattern_depth,min_pattern_depth,typegen_time,match_gen_time,processing_time,program_gen_time,total_time,correct
1,2.0,0.0,2,2,168,68,421371,236,421611,true
1,4.0,0.0,4,4,209,228,382545,437,382988,false
1,2.0,0.0,2,2,360,50,421817,410,422233,true
1,2.0,0.0,2,2,175,53,422649,228,422882,true
8,4.0,0.0,4,4,41,119,438125,160,438291,true
1,2.0,0.0,2,2,650,160,373982,810,374797,false
4,3.25,0.6875,4,2,136,89,439171,225,439401,true
2,3.0,1.0,4,2,72,55,376021,127,376153,false
2,4.0,0.0,4,4,337,270,445388,607,446000,true
4,3.25,0.6875,4,2,703,1117,482086,1820,483912,true
1,2.0,0.0,2,2,266,140,414433,406,414846,false
1,1.0,0.0,1,1,79,22,412808,101,412913,true
3,3.0,0.6666667,4,2,27,44,376900,71,376976,false
2,2.0,0.0,2,2,28,31,413078,59,413141,true
3,3.6666667,0.22222221,4,3,24,40,383181,64,383250,false
4,2.25,0.6875,3,1,344,192,376418,536,376960,false
3,1.3333334,0.22222221,2,1,256,46,424163,302,424470,true
1,2.0,0.0,2,2,40,37,422751,77,422832,true
1,1.0,0.0,1,1,66,14,407681,80,407766,true
2,4.0,0.0,4,4,33,34,418367,67,418438,true
13,3.5384614,0.556213,4,2,73,184,537368,257,537630,true
1,4.0,0.0,4,4,147,93,430567,240,430812,true
2,1.0,0.0,1,1,79,42,421940,121,422066,true
4,2.0,0.5,3,1,329,193,486071,522,486597,true
1,1.0,0.0,1,1,250,131,408652,381,409039,true
1,2.0,0.0,2,2,327,84,433751,411,434167,true
1,4.0,0.0,4,4,31,52,416264,83,416353,true
1,3.0,0.0,3,3,19,27,411193,46,411243,true
1,2.0,0.0,2,2,274,112,420745,386,421137,false
1,4.0,0.0,4,4,20,28,415742,48,415795,true
4,2.5,1.25,4,1,24,37,431965,61,432031,true
1,1.0,0.0,1,1,147,146,435583,293,435880,true
1,1.0,0.0,1,1,22,22,411200,44,411248,true
1,2.0,0.0,2,2,103,35,420390,138,420532,false
1,2.0,0.0,2,2,72,78,370134,150,370288,false
4,2.5,1.25,4,1,23,32,420763,55,420822,true
3,3.0,0.6666667,4,2,58,87,378051,145,378201,false
1,2.0,0.0,2,2,214,73,423083,287,423375,false
1,4.0,0.0,4,4,52,181,436618,233,436856,true
9,2.7777777,0.83950615,4,1,138,484,457271,622,457896,true
1,2.0,0.0,2,2,28,28,404781,56,404841,true
1,1.0,0.0,1,1,38,30,415965,68,416037,true
3,1.3333334,0.22222221,2,1,231,135,412112,366,412484,true
